uid,gid,player,del,first,last,name,position1,pat,fgs,fgm,fgl,fp,game,seas,year,team
3534,1780,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,0,1,1,0,7,12,5,2006,TB
3539,1782,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,1,2,0,0,7,11,2,2006,NYJ
3541,1783,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,0,1,0,6,10,11,2006,IND
3561,1794,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,6,0,0,0,6,13,2,2006,CHI
3571,1799,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,4,0,0,16,13,1,2006,NE
3577,1802,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,2,1,1,17,12,2,2006,NYJ
3582,1805,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,2,0,0,10,14,2,2006,CHI
3583,1805,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,4,0,1,0,8,13,5,2006,TB
3591,1810,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,1,1,0,11,11,11,2006,IND
3601,1815,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,3,1,0,15,15,2,2006,CHI
3604,1816,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,1,0,0,6,12,11,2006,IND
3605,1817,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,0,1,0,7,14,1,2006,NE
3610,1819,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,3,0,0,10,14,5,2006,TB
3624,1826,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,1,2,0,0,7,13,2,2006,NYJ
3637,1832,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,2,0,0,10,15,1,2006,NE
3638,1833,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,3,0,0,11,14,2,2006,NYJ
3643,1835,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,0,0,0,1,15,5,2006,TB
3653,1840,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,1,1,0,10,13,11,2006,IND
3657,1842,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,0,0,0,1,16,2,2006,CHI
3658,1843,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,1,1,1,14,14,11,2006,IND
3662,1845,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,2,1,0,14,16,1,2006,NE
3663,1845,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,1,3,0,0,10,15,2,2006,NYJ
3666,1847,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,0,2,2,1,19,15,11,2006,IND
3670,1849,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,0,2,0,11,17,2,2006,CHI
3672,1850,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,1,2,0,1,12,17,1,2006,NE
3674,1851,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,2,1,0,14,18,2,2006,CHI
3677,1852,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,1,1,0,11,18,1,2006,NE
3678,1852,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,2,1,0,13,16,11,2006,IND
3679,1853,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,0,1,0,6,19,2,2006,CHI
3680,1853,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,3,0,0,11,17,11,2006,IND
3682,1854,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,5,2,0,0,11,1,12,2007,IND
3683,1855,MP-2100,KEEP,Matt,Prater,Matt Prater,K,0,0,1,0,4,1,2,2007,ATL
3693,1860,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,5,1,0,0,8,1,2,2007,NE
3694,1860,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,0,0,0,2,1,3,2007,NYJ
3695,1861,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,1,1,1,1,13,1,1,2007,GB
3702,1864,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,0,1,0,0,3,1,3,2007,CHI
3705,1866,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,0,2,0,0,6,1,6,2007,TB
3708,1867,NF-0300,KEEP,Nick,Folk,Nick Folk,K,6,1,0,0,9,1,1,2007,DAL
3715,1870,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,0,0,0,1,2,2,2007,ATL
3721,1873,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,5,0,0,0,5,2,1,2007,GB
3724,1875,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,3,0,0,10,2,12,2007,IND
3726,1876,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,4,1,0,0,7,2,6,2007,TB
3731,1878,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,2,1,0,14,2,1,2007,DAL
3736,1881,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,1,1,0,9,2,3,2007,CHI
3739,1882,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,1,1,0,1,9,2,3,2007,NYJ
3742,1884,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,5,1,0,0,8,2,2,2007,NE
3748,1887,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,5,1,0,0,8,3,2,2007,NE
3753,1889,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,3,0,0,12,3,12,2007,IND
3754,1890,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,4,1,0,0,7,3,3,2007,NYJ
3759,1892,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,1,0,0,7,3,1,2007,GB
3762,1894,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,3,1,0,0,6,3,6,2007,TB
3774,1900,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,1,0,0,4,3,3,2007,CHI
3775,1900,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,1,1,0,11,3,1,2007,DAL
3780,1903,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,0,2,0,11,4,3,2007,CHI
3782,1904,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,2,1,0,12,4,1,2007,GB
3786,1906,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,0,0,0,2,4,3,2007,NYJ
3791,1908,NF-0300,KEEP,Nick,Folk,Nick Folk,K,5,0,0,0,5,4,1,2007,DAL
3794,1910,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,2,0,0,8,4,6,2007,TB
3797,1911,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,5,1,0,0,8,4,12,2007,IND
3804,1915,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,2,0,0,10,4,2,2007,NE
3813,1919,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,2,0,0,10,5,2,2007,NE
3821,1923,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,3,0,1,0,7,5,3,2007,NYJ
3824,1925,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,2,0,0,9,5,12,2007,IND
3825,1925,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,0,0,0,2,5,6,2007,TB
3830,1928,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,2,0,0,8,5,1,2007,GB
3831,1928,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,1,1,0,10,5,3,2007,CHI
3833,1929,NF-0300,KEEP,Nick,Folk,Nick Folk,K,1,2,1,1,16,5,1,2007,DAL
3840,1933,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,1,0,0,7,6,3,2007,CHI
3842,1934,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,0,3,0,0,9,6,3,2007,NYJ
3846,1936,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,1,1,0,8,6,6,2007,TB
3848,1937,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,1,0,0,5,6,1,2007,GB
3852,1939,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,6,1,1,0,13,6,2,2007,NE
3853,1939,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,2,0,0,9,6,1,2007,DAL
3866,1946,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,0,1,0,7,7,1,2007,DAL
3868,1947,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,7,0,0,0,7,7,2,2007,NE
3873,1949,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,0,1,0,5,7,6,2007,TB
3878,1952,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,2,1,0,12,7,3,2007,NYJ
3881,1953,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,2,2,0,15,7,3,2007,CHI
3886,1956,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,2,0,0,9,6,12,2007,IND
3890,1958,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,0,0,0,1,8,3,2007,CHI
3893,1959,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,1,0,0,7,7,12,2007,IND
3903,1964,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,0,1,0,0,3,8,3,2007,NYJ
3906,1966,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,1,2,0,13,8,6,2007,TB
3910,1968,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,7,1,0,0,10,8,2,2007,NE
3913,1969,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,1,2,0,0,7,7,1,2007,GB
3915,1970,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,1,0,0,5,9,6,2007,TB
3922,1974,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,2,2,0,17,8,1,2007,GB
3930,1978,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,2,0,0,8,9,3,2007,NYJ
3936,1981,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,2,0,0,8,8,12,2007,IND
3937,1981,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,1,0,0,6,9,2,2007,NE
3938,1982,NF-0300,KEEP,Nick,Folk,Nick Folk,K,5,1,0,0,8,8,1,2007,DAL
3952,1989,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,2,0,0,10,9,1,2007,GB
3960,1993,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,1,0,0,5,9,3,2007,CHI
3961,1994,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,0,1,0,8,9,1,2007,DAL
3966,1996,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,0,0,0,1,9,12,2007,IND
3970,1999,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,0,1,0,8,10,1,2007,GB
3974,2001,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,2,0,0,7,10,12,2007,IND
3982,2005,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,1,4,0,0,13,10,3,2007,NYJ
3986,2007,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,4,1,0,0,7,10,6,2007,TB
3988,2008,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,0,0,0,4,10,1,2007,DAL
3994,2011,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,1,2,0,13,10,3,2007,CHI
3996,2012,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,8,0,0,0,8,10,2,2007,NE
4001,2014,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,3,0,0,13,11,1,2007,GB
4002,2015,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,1,1,0,11,11,1,2007,DAL
4003,2015,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,0,0,1,0,4,11,3,2007,NYJ
4005,2016,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,1,0,0,7,11,12,2007,IND
4008,2018,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,2,1,0,14,11,3,2007,CHI
4022,2025,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,3,1,0,14,11,6,2007,TB
4028,2028,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,1,0,0,7,11,2,2007,NE
4031,2030,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,0,1,1,12,12,1,2007,GB
4032,2030,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,2,0,1,15,12,1,2007,DAL
4041,2035,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,0,0,0,4,12,12,2007,IND
4043,2036,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,4,3,1,0,17,12,3,2007,NYJ
4051,2040,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,3,2,0,0,9,12,6,2007,TB
4057,2043,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,1,2,0,12,12,3,2007,CHI
4061,2045,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,2,0,0,9,12,2,2007,NE
4063,2046,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,3,0,0,10,13,3,2007,CHI
4067,2048,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,0,0,0,4,13,1,2007,DAL
4073,2051,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,5,0,1,0,9,13,1,2007,GB
4076,2052,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,1,1,0,11,13,2,2007,NE
4082,2055,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,0,0,0,2,13,6,2007,TB
4088,2058,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,0,3,1,0,13,13,3,2007,NYJ
4091,2060,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,6,0,0,0,6,13,12,2007,IND
4101,2065,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,4,3,0,0,13,14,6,2007,TB
4106,2068,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,1,2,1,19,14,1,2007,GB
4110,2070,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,2,2,0,0,8,14,2,2007,NE
4111,2070,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,0,1,0,0,3,14,3,2007,NYJ
4116,2073,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,2,0,0,7,14,12,2007,IND
4121,2075,NF-0300,KEEP,Nick,Folk,Nick Folk,K,0,2,0,0,6,14,1,2007,DAL
4124,2077,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,1,1,0,8,14,3,2007,CHI
4128,2079,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,1,1,0,9,15,1,2007,DAL
4132,2081,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,2,0,0,8,15,3,2007,CHI
4133,2081,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,1,0,0,0,1,15,1,2007,GB
4135,2082,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,5,1,0,0,8,15,12,2007,IND
4138,2084,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,0,0,0,4,15,2,2007,NE
4146,2088,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,2,0,0,7,15,6,2007,TB
4152,2091,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,0,0,0,0,0,15,3,2007,NYJ
4158,2094,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,2,1,0,13,16,2,2007,NE
4161,2096,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,2,1,0,12,16,6,2007,TB
4166,2098,NF-0300,KEEP,Nick,Folk,Nick Folk,K,0,2,0,0,6,16,1,2007,DAL
4168,2099,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,2,0,0,10,16,1,2007,GB
4171,2101,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,1,0,0,7,16,3,2007,CHI
4185,2108,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,1,1,1,0,8,16,3,2007,NYJ
4188,2109,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,1,0,0,4,16,12,2007,IND
4193,2112,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,0,0,0,2,17,6,2007,TB
4198,2114,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,6,0,0,0,6,17,1,2007,GB
4200,2115,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,1,0,0,7,17,2,2007,NE
4201,2116,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,0,1,0,7,17,12,2007,IND
4204,2117,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,1,0,0,5,17,1,2007,DAL
4206,2118,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,0,0,0,3,18,2,2007,NE
4208,2119,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,2,0,0,8,18,1,2007,GB
4210,2120,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,2,0,0,0,2,19,2,2007,NE
4215,2123,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,0,0,0,2,1,4,2008,NYJ
4217,2124,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,2,1,0,0,5,1,3,2008,NE
4228,2129,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,2,0,0,8,1,7,2008,TB
4231,2131,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,0,0,0,4,1,2,2008,DAL
4237,2134,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,2,0,0,7,1,13,2008,IND
4238,2134,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,1,1,0,10,1,4,2008,CHI
4240,2135,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,0,1,0,7,1,2,2008,GB
4241,2136,MP-2100,KEEP,Matt,Prater,Matt Prater,K,5,1,1,0,12,1,3,2008,DEN
4247,2139,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,0,1,0,5,2,13,2008,IND
4250,2141,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,6,2,0,0,12,2,2,2008,GB
4252,2142,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,1,0,0,5,2,4,2008,CHI
4258,2145,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,3,1,0,0,6,2,7,2008,TB
4265,2148,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,1,4,0,0,13,2,3,2008,NE
4266,2149,MP-2100,KEEP,Matt,Prater,Matt Prater,K,4,0,0,1,9,2,3,2008,DEN
4271,2151,NF-0300,KEEP,Nick,Folk,Nick Folk,K,5,0,1,1,14,2,2,2008,DAL
4283,2157,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,1,1,1,0,8,3,3,2008,NE
4284,2158,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,1,2,0,12,3,4,2008,CHI
4285,2158,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,3,2,0,0,9,3,7,2008,TB
4292,2162,MP-2100,KEEP,Matt,Prater,Matt Prater,K,4,2,0,0,10,3,3,2008,DEN
4296,2164,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,0,0,0,3,3,13,2008,IND
4300,2166,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,2,0,0,9,3,2,2008,DAL
4301,2166,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,1,3,0,0,10,3,2,2008,GB
4305,2168,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,2,0,2,17,4,3,2008,DEN
4318,2175,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,0,0,0,3,4,2,2008,GB
4319,2175,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,3,3,0,0,12,4,7,2008,TB
4324,2178,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,1,0,0,6,4,2,2008,DAL
4326,2179,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,0,1,0,7,4,4,2008,CHI
4330,2181,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,0,1,0,8,4,13,2008,IND
4339,2186,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,1,1,0,11,5,4,2008,CHI
4343,2188,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,2,0,0,7,5,7,2008,TB
4344,2188,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,1,1,1,13,5,3,2008,DEN
4346,2189,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,1,2,0,14,4,3,2008,NE
4350,2191,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,0,0,1,8,5,2,2008,GB
4351,2192,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,1,0,0,7,5,2,2008,DAL
4359,2196,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,1,0,0,7,5,13,2008,IND
4363,2198,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,1,1,0,9,6,7,2008,TB
4368,2200,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,2,0,0,8,6,4,2008,CHI
4373,2203,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,1,0,0,5,6,3,2008,DEN
4378,2205,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,0,0,1,8,6,2,2008,DAL
4379,2206,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,1,0,1,11,6,2,2008,GB
4382,2207,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,1,0,1,0,5,5,3,2008,NE
4393,2213,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,0,0,0,2,7,2,2008,DAL
4396,2214,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,6,1,1,0,13,7,4,2008,CHI
4407,2220,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,2,0,0,10,7,2,2008,GB
4408,2220,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,0,0,0,2,6,13,2008,IND
4409,2221,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,2,0,0,8,7,7,2008,TB
4411,2222,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,5,1,1,0,12,6,3,2008,NE
4412,2222,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,0,0,0,1,7,3,2008,DEN
4421,2227,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,0,2,1,0,10,8,7,2008,TB
4422,2227,NF-0300,KEEP,Nick,Folk,Nick Folk,K,1,1,1,0,8,8,2,2008,DAL
4426,2229,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,2,2,1,0,12,7,3,2008,NE
4440,2236,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,0,0,0,3,7,13,2008,IND
4446,2239,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,2,1,0,11,9,7,2008,TB
4453,2243,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,1,1,0,10,8,4,2008,CHI
4456,2244,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,1,3,0,0,10,8,2,2008,GB
4458,2245,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,0,0,1,7,8,3,2008,DEN
4461,2247,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,0,0,0,2,9,2,2008,DAL
4464,2249,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,0,0,1,6,8,13,2008,IND
4465,2249,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,0,3,0,0,9,8,3,2008,NE
4468,2251,MP-2100,KEEP,Matt,Prater,Matt Prater,K,4,2,0,0,10,9,3,2008,DEN
4472,2253,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,0,0,0,2,9,4,2008,CHI
4474,2254,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,2,2,0,0,8,9,3,2008,NE
4483,2258,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,0,2,0,11,9,2,2008,GB
4486,2259,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,0,0,0,1,5,1,1,2008,BAL
4492,2262,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,1,0,0,6,9,13,2008,IND
4498,2265,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,2,1,2,0,13,10,3,2008,NE
4499,2266,MP-2100,KEEP,Matt,Prater,Matt Prater,K,3,1,0,0,6,10,3,2008,DEN
4506,2269,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,3,1,0,16,10,13,2008,IND
4509,2271,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,1,1,1,16,10,2,2008,GB
4510,2271,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,0,1,0,0,3,10,4,2008,CHI
4518,2275,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,4,0,0,13,10,7,2008,TB
4526,2279,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,0,0,0,2,10,2,2008,DAL
4537,2285,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,6,2,0,0,12,11,3,2008,NE
4540,2286,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,0,4,0,19,11,2,2008,DAL
4542,2287,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,5,0,1,0,9,11,7,2008,TB
4545,2288,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,0,0,0,0,0,2,1,2008,BAL
4546,2289,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,1,1,0,10,11,4,2008,CHI
4552,2292,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,0,1,0,5,11,3,2008,DEN
4558,2295,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,2,0,1,13,11,13,2008,IND
4560,2296,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,0,0,0,3,11,2,2008,GB
4564,2298,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,0,2,0,12,12,2,2008,DAL
4568,2300,MP-2100,KEEP,Matt,Prater,Matt Prater,K,4,2,0,0,10,12,3,2008,DEN
4573,2302,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,3,0,0,11,12,7,2008,TB
4575,2303,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,2,1,0,12,12,2,2008,GB
4583,2307,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,1,0,0,4,12,13,2008,IND
4586,2309,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,1,1,0,0,4,12,3,2008,NE
4590,2311,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,0,0,0,2,12,4,2008,CHI
4598,2315,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,3,0,0,11,13,4,2008,CHI
4601,2316,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,0,0,0,3,13,2,2008,GB
