pid,gid,year,week,fgxp,fkicker,first,last,name,dist,good
70176,432,2001,12,FG,MH-3100,Mike,Hollis,Mike Hollis,42,0
70213,433,2001,13,FG,BC-2300,Brett,Conway,Brett Conway,47,0
70220,433,2001,13,FG,BG-1300,Bill,Gramatica,Bill Gramatica,44,0
70268,433,2001,13,FG,BC-2300,Brett,Conway,Brett Conway,44,0
70465,434,2001,13,FG,JF-0900,Jay,Feely,Jay Feely,40,0
70762,436,2001,13,FG,MH-3100,Mike,Hollis,Mike Hollis,44,0
70969,437,2001,13,FG,JH-3800,Jon,Hilbert,Jon Hilbert,48,0
71040,438,2001,13,FG,RL-1300,Ryan,Longwell,Ryan Longwell,41,0
71058,438,2001,13,FG,PE-0100,Paul,Edinger,Paul Edinger,23,0
71405,440,2001,13,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,39,0
71417,440,2001,13,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,48,0
71543,441,2001,13,FG,TP-1200,Todd,Peterson,Todd Peterson,28,0
71688,442,2001,13,FG,SC-0700,Steve,Christie,Steve Christie,34,0
71803,442,2001,13,FG,SC-0700,Steve,Christie,Steve Christie,37,0
71818,443,2001,13,FG,JH-0500,John,Hall,John Hall,51,0
71881,443,2001,13,FG,KB-2300,Kris,Brown,Kris Brown,40,0
71909,443,2001,13,FG,KB-2300,Kris,Brown,Kris Brown,44,0
72380,446,2001,13,FG,RL-0900,Rian,Lindell,Rian Lindell,41,0
72993,450,2001,14,FG,SG-1100,Shayne,Graham,Shayne Graham,43,0
73829,455,2001,14,FG,JE-0200,Jason,Elam,Jason Elam,45,0
73873,455,2001,14,FG,TP-1200,Todd,Peterson,Todd Peterson,28,0
73921,455,2001,14,FG,TP-1200,Todd,Peterson,Todd Peterson,41,0
73975,456,2001,14,FG,JH-0500,John,Hall,John Hall,40,0
74066,456,2001,14,FG,JH-0500,John,Hall,John Hall,34,0
74125,457,2001,14,FG,JC-5000,Jose,Cortez,Jose Cortez,41,0
74436,459,2001,14,FG,JN-0600,Joe,Nedney,Joe Nedney,44,0
74554,460,2001,14,FG,BC-2300,Brett,Conway,Brett Conway,39,0
74636,460,2001,14,FG,BC-2300,Brett,Conway,Brett Conway,48,0
74746,461,2001,14,FG,MS-5200,Matt,Stover,Matt Stover,48,0
74786,461,2001,14,FG,KB-2300,Kris,Brown,Kris Brown,32,0
75255,464,2001,15,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,40,0
75332,464,2001,15,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,33,0
75358,464,2001,15,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,42,0
75627,466,2001,15,FG,CO-0400,Cedric,Oglesby,Cedric Oglesby,35,0
75655,466,2001,15,FG,JH-3800,Jon,Hilbert,Jon Hilbert,41,0
75993,468,2001,15,FG,MS-5200,Matt,Stover,Matt Stover,33,0
76048,469,2001,15,FG,JK-0200,John,Kasay,John Kasay,47,0
76058,469,2001,15,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,45,0
76174,469,2001,15,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,45,0
76291,470,2001,15,FG,RL-1300,Ryan,Longwell,Ryan Longwell,45,0
76405,471,2001,15,FG,TP-1200,Todd,Peterson,Todd Peterson,41,0
76458,471,2001,15,FG,WR-0500,Wade,Richey,Wade Richey,46,0
76858,474,2001,15,FG,KB-2300,Kris,Brown,Kris Brown,48,0
76865,474,2001,15,FG,JH-0900,Jason,Hanson,Jason Hanson,48,0
76923,474,2001,15,FG,KB-2300,Kris,Brown,Kris Brown,38,0
77307,477,2001,15,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,45,0
77442,477,2001,15,FG,JH-0500,John,Hall,John Hall,50,0
77589,478,2001,16,FG,DB-3900,Doug,Brien,Doug Brien,40,0
77655,479,2001,16,FG,JK-0200,John,Kasay,John Kasay,44,0
77667,479,2001,16,FG,JK-0200,John,Kasay,John Kasay,52,0
77826,480,2001,16,FG,NR-0100,Neil,Rackers,Neil Rackers,32,0
77861,480,2001,16,FG,NR-0100,Neil,Rackers,Neil Rackers,28,0
78033,481,2001,16,FG,JC-5000,Jose,Cortez,Jose Cortez,46,0
78513,484,2001,16,FG,GA-0300,Gary,Anderson,Gary Anderson,39,0
78746,485,2001,16,FG,MH-3100,Mike,Hollis,Mike Hollis,42,0
78863,486,2001,16,FG,JF-0900,Jay,Feely,Jay Feely,44,0
79185,488,2001,16,FG,DA-0300,David,Akers,David Akers,43,0
79481,489,2001,16,FG,RL-0900,Rian,Lindell,Rian Lindell,48,0
79850,492,2001,16,FG,JC-0900,John,Carney,John Carney,42,0
80135,494,2001,17,FG,MH-3100,Mike,Hollis,Mike Hollis,36,0
80306,495,2001,17,FG,JH-0900,Jason,Hanson,Jason Hanson,51,0
80353,495,2001,17,FG,JH-0900,Jason,Hanson,Jason Hanson,51,0
80521,496,2001,17,FG,JE-0200,Jason,Elam,Jason Elam,54,0
80628,497,2001,17,FG,OM-0100,Olindo,Mare,Olindo Mare,49,0
80947,499,2001,17,FG,RL-1300,Ryan,Longwell,Ryan Longwell,45,0
80957,499,2001,17,FG,OP-0200,Owen,Pochman,Owen Pochman,55,0
81172,500,2001,17,FG,BD-0100,Brad,Daluiso,Brad Daluiso,28,0
81397,502,2001,17,FG,RL-0900,Rian,Lindell,Rian Lindell,44,0
81406,502,2001,17,FG,TP-1200,Todd,Peterson,Todd Peterson,43,0
81452,502,2001,17,FG,TP-1200,Todd,Peterson,Todd Peterson,53,0
81683,503,2001,17,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,42,0
82056,506,2001,17,FG,DA-0300,David,Akers,David Akers,34,0
82119,506,2001,17,FG,DA-0300,David,Akers,David Akers,50,0
82339,508,2001,18,FG,JH-0500,John,Hall,John Hall,45,0
82372,508,2001,18,FG,JH-0500,John,Hall,John Hall,41,0
82666,510,2001,18,FG,JC-5000,Jose,Cortez,Jose Cortez,34,0
82839,511,2001,18,FG,MS-5200,Matt,Stover,Matt Stover,40,0
83294,514,2001,19,FG,KB-2300,Kris,Brown,Kris Brown,35,0
83681,516,2001,20,FG,KB-2300,Kris,Brown,Kris Brown,34,0
83744,516,2001,20,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,50,0
83799,517,2001,20,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,53,0
83949,518,2001,21,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,52,0
84081,519,2002,1,FG,JC-5000,Jose,Cortez,Jose Cortez,25,0
84142,519,2002,1,FG,JC-5000,Jose,Cortez,Jose Cortez,48,0
84349,520,2002,1,FG,JH-0500,John,Hall,John Hall,48,0
84367,520,2002,1,FG,MH-3100,Mike,Hollis,Mike Hollis,50,0
84503,521,2002,1,FG,MS-5200,Matt,Stover,Matt Stover,47,0
84539,521,2002,1,FG,JK-0200,John,Kasay,John Kasay,50,0
84666,522,2002,1,FG,PE-0100,Paul,Edinger,Paul Edinger,43,0
85143,525,2002,1,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,39,0
85226,526,2002,1,FG,RL-1300,Ryan,Longwell,Ryan Longwell,42,0
85398,527,2002,1,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,33,0
85410,527,2002,1,FG,HE-0100,Hayden,Epstein,Hayden Epstein,52,0
85752,529,2002,1,FG,RL-0900,Rian,Lindell,Rian Lindell,39,0
85906,530,2002,1,FG,MG-1200,Martin,Gramatica,Martin Gramatica,47,0
85944,530,2002,1,FG,MG-1200,Martin,Gramatica,Martin Gramatica,53,0
86305,532,2002,1,FG,BG-1300,Bill,Gramatica,Bill Gramatica,52,0
86453,533,2002,1,FG,BC-3000,Billy,Cundiff,Billy Cundiff,42,0
86584,534,2002,1,FG,TP-1200,Todd,Peterson,Todd Peterson,39,0
86720,535,2002,2,FG,JF-0900,Jay,Feely,Jay Feely,50,0
86770,535,2002,2,FG,PE-0100,Paul,Edinger,Paul Edinger,50,0
86841,535,2002,2,FG,JF-0900,Jay,Feely,Jay Feely,45,0
86923,536,2002,2,FG,JJ-1400,J.R.,Jenkins,J.R. Jenkins,55,0
87017,537,2002,2,FG,JK-0200,John,Kasay,John Kasay,46,0
87043,537,2002,2,FG,JK-0200,John,Kasay,John Kasay,40,0
87607,540,2002,2,FG,OM-0100,Olindo,Mare,Olindo Mare,28,0
87767,541,2002,2,FG,HE-0100,Hayden,Epstein,Hayden Epstein,43,0
87909,542,2002,2,FG,DB-3900,Doug,Brien,Doug Brien,44,0
88018,542,2002,2,FG,MH-3100,Mike,Hollis,Mike Hollis,44,0
88138,543,2002,2,FG,JC-0900,John,Carney,John Carney,39,0
88869,548,2002,2,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,35,0
89144,549,2002,2,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,46,0
89363,551,2002,3,FG,SC-0700,Steve,Christie,Steve Christie,50,0
89572,552,2002,3,FG,PE-0100,Paul,Edinger,Paul Edinger,58,0
89742,553,2002,3,FG,JE-0200,Jason,Elam,Jason Elam,49,0
90066,555,2002,3,FG,KB-2300,Kris,Brown,Kris Brown,54,0
90096,555,2002,3,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,47,0
90253,556,2002,3,FG,OM-0100,Olindo,Mare,Olindo Mare,31,0
90345,557,2002,3,FG,JH-3800,Jon,Hilbert,Jon Hilbert,45,0
90472,557,2002,3,FG,JH-3800,Jon,Hilbert,Jon Hilbert,39,0
91202,562,2002,3,FG,PD-0200,Phil,Dawson,Phil Dawson,52,0
91705,565,2002,4,FG,BG-1300,Bill,Gramatica,Bill Gramatica,42,0
91941,566,2002,4,FG,MH-3100,Mike,Hollis,Mike Hollis,39,0
92064,567,2002,4,FG,NR-0100,Neil,Rackers,Neil Rackers,45,0
92443,569,2002,4,FG,SG-1100,Shayne,Graham,Shayne Graham,24,0
92518,570,2002,4,FG,HE-0100,Hayden,Epstein,Hayden Epstein,44,0
93276,574,2002,4,FG,PD-0200,Phil,Dawson,Phil Dawson,45,0
93286,574,2002,4,FG,TP-1200,Todd,Peterson,Todd Peterson,24,0
93347,575,2002,4,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,41,0
93402,575,2002,4,FG,SC-0700,Steve,Christie,Steve Christie,50,0
93593,576,2002,4,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,49,0
93694,577,2002,4,FG,GA-0300,Gary,Anderson,Gary Anderson,44,0
93875,578,2002,4,FG,JE-0200,Jason,Elam,Jason Elam,57,0
93969,578,2002,4,FG,JE-0200,Jason,Elam,Jason Elam,44,0
93983,579,2002,5,FG,JF-0900,Jay,Feely,Jay Feely,46,0
94538,582,2002,5,FG,BC-3000,Billy,Cundiff,Billy Cundiff,45,0
94747,583,2002,5,FG,JE-0200,Jason,Elam,Jason Elam,43,0
95157,586,2002,5,FG,OM-0100,Olindo,Mare,Olindo Mare,45,0
95559,588,2002,5,FG,JH-0500,John,Hall,John Hall,51,0
96212,592,2002,5,FG,RL-1300,Ryan,Longwell,Ryan Longwell,28,0
96236,592,2002,5,FG,RL-1300,Ryan,Longwell,Ryan Longwell,36,0
96282,592,2002,5,FG,RL-1300,Ryan,Longwell,Ryan Longwell,50,0
96298,593,2002,6,FG,NR-0100,Neil,Rackers,Neil Rackers,46,0
96370,593,2002,6,FG,TP-1200,Todd,Peterson,Todd Peterson,32,0
96500,594,2002,6,FG,SG-1100,Shayne,Graham,Shayne Graham,44,0
97224,598,2002,6,FG,RL-1300,Ryan,Longwell,Ryan Longwell,42,0
97705,601,2002,6,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,35,0
97854,602,2002,6,FG,MG-1200,Martin,Gramatica,Martin Gramatica,45,0
97866,602,2002,6,FG,MG-1200,Martin,Gramatica,Martin Gramatica,34,0
98020,603,2002,6,FG,JN-0600,Joe,Nedney,Joe Nedney,32,0
98275,605,2002,6,FG,OM-0100,Olindo,Mare,Olindo Mare,48,0
98472,606,2002,6,FG,RL-0900,Rian,Lindell,Rian Lindell,36,0
98503,606,2002,6,FG,RL-0900,Rian,Lindell,Rian Lindell,57,0
98605,607,2002,7,FG,BG-1300,Bill,Gramatica,Bill Gramatica,53,0
98715,607,2002,7,FG,BG-1300,Bill,Gramatica,Bill Gramatica,28,0
98724,607,2002,7,FG,BC-3000,Billy,Cundiff,Billy Cundiff,49,0
98728,607,2002,7,FG,BG-1300,Bill,Gramatica,Bill Gramatica,51,0
98942,609,2002,7,FG,MS-5200,Matt,Stover,Matt Stover,46,0
98982,609,2002,7,FG,HE-0100,Hayden,Epstein,Hayden Epstein,39,0
99138,610,2002,7,FG,KB-2300,Kris,Brown,Kris Brown,40,0
99254,611,2002,7,FG,JH-0900,Jason,Hanson,Jason Hanson,55,0
99511,612,2002,7,FG,JT-4400,James,Tuthill,James Tuthill,30,0
99742,613,2002,7,FG,MA-0700,Morten,Andersen,Morten Andersen,43,0
100012,615,2002,7,FG,JC-0900,John,Carney,John Carney,55,0
100124,616,2002,7,FG,JH-0500,John,Hall,John Hall,31,0
100258,617,2002,7,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,27,0
100366,617,2002,7,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,48,0
100572,618,2002,7,FG,MG-1200,Martin,Gramatica,Martin Gramatica,29,0
100590,619,2002,7,FG,RL-0900,Rian,Lindell,Rian Lindell,48,0
100794,620,2002,7,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,48,0
100899,620,2002,7,FG,TP-1200,Todd,Peterson,Todd Peterson,48,0
101737,626,2002,8,FG,TS-1100,Tim,Seder,Tim Seder,50,0
101742,626,2002,8,FG,KB-2300,Kris,Brown,Kris Brown,45,0
101797,626,2002,8,FG,TS-1100,Tim,Seder,Tim Seder,35,0
101885,627,2002,8,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,44,0
102285,629,2002,8,FG,JE-0200,Jason,Elam,Jason Elam,48,0
102340,629,2002,8,FG,JE-0200,Jason,Elam,Jason Elam,39,0
102679,631,2002,8,FG,JH-0500,John,Hall,John Hall,44,0
103015,634,2002,8,FG,DA-0300,David,Akers,David Akers,50,0
103192,635,2002,9,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,47,0
103490,637,2002,9,FG,MH-3100,Mike,Hollis,Mike Hollis,50,0
103521,637,2002,9,FG,MH-3100,Mike,Hollis,Mike Hollis,25,0
103598,637,2002,9,FG,MH-3100,Mike,Hollis,Mike Hollis,45,0
103910,639,2002,9,FG,TP-1200,Todd,Peterson,Todd Peterson,41,0
104199,641,2002,9,FG,KB-2300,Kris,Brown,Kris Brown,46,0
104214,641,2002,9,FG,KB-2300,Kris,Brown,Kris Brown,53,0
104364,642,2002,9,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,46,0
104507,643,2002,9,FG,JC-5000,Jose,Cortez,Jose Cortez,39,0
104593,643,2002,9,FG,JC-5000,Jose,Cortez,Jose Cortez,27,0
104722,644,2002,9,FG,JH-0500,John,Hall,John Hall,43,0
105007,646,2002,9,FG,MG-1200,Martin,Gramatica,Martin Gramatica,40,0
105128,647,2002,9,FG,MB-4600,Matt,Bryant,Matt Bryant,41,0
105145,647,2002,9,FG,MB-4600,Matt,Bryant,Matt Bryant,37,0
106194,653,2002,10,FG,JH-0900,Jason,Hanson,Jason Hanson,50,0
106389,654,2002,10,FG,JT-4400,James,Tuthill,James Tuthill,49,0
106518,655,2002,10,FG,MB-4600,Matt,Bryant,Matt Bryant,31,0
106741,656,2002,10,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,48,0
106869,657,2002,10,FG,TP-1200,Todd,Peterson,Todd Peterson,40,0
106973,657,2002,10,FG,TP-1200,Todd,Peterson,Todd Peterson,48,0
107003,657,2002,10,FG,JF-0900,Jay,Feely,Jay Feely,56,0
107101,658,2002,10,FG,JC-5000,Jose,Cortez,Jose Cortez,46,0
107346,660,2002,10,FG,JN-0600,Joe,Nedney,Joe Nedney,49,0
107781,663,2002,11,FG,JF-0900,Jay,Feely,Jay Feely,39,0
107985,664,2002,11,FG,PD-0200,Phil,Dawson,Phil Dawson,24,0
108364,666,2002,11,FG,TS-1100,Tim,Seder,Tim Seder,40,0
108428,667,2002,11,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,23,0
108468,667,2002,11,FG,BC-3000,Billy,Cundiff,Billy Cundiff,52,0
108485,667,2002,11,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,42,0
108668,668,2002,11,FG,MA-0700,Morten,Andersen,Morten Andersen,45,0
109209,671,2002,11,FG,JT-4400,James,Tuthill,James Tuthill,42,0
109461,673,2002,11,FG,SC-0700,Steve,Christie,Steve Christie,44,0
109561,673,2002,11,FG,JC-5000,Jose,Cortez,Jose Cortez,41,0
109580,674,2002,11,FG,JE-0200,Jason,Elam,Jason Elam,40,0
109816,675,2002,11,FG,SG-1100,Shayne,Graham,Shayne Graham,44,0
109920,676,2002,11,FG,TP-1200,Todd,Peterson,Todd Peterson,31,0
109984,676,2002,11,FG,TP-1200,Todd,Peterson,Todd Peterson,37,0
109997,676,2002,11,FG,JN-0600,Joe,Nedney,Joe Nedney,39,0
110179,677,2002,11,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,52,0
110209,677,2002,11,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,49,0
110758,681,2002,12,FG,JF-0900,Jay,Feely,Jay Feely,28,0
110916,682,2002,12,FG,PE-0100,Paul,Edinger,Paul Edinger,35,0
111087,683,2002,12,FG,BC-3000,Billy,Cundiff,Billy Cundiff,33,0
111147,683,2002,12,FG,TS-1100,Tim,Seder,Tim Seder,41,0
111372,684,2002,12,FG,MB-4600,Matt,Bryant,Matt Bryant,33,0
111486,685,2002,12,FG,SC-0700,Steve,Christie,Steve Christie,42,0
111513,685,2002,12,FG,OM-0100,Olindo,Mare,Olindo Mare,54,0
111581,686,2002,12,FG,GA-0300,Gary,Anderson,Gary Anderson,43,0
111725,686,2002,12,FG,GA-0300,Gary,Anderson,Gary Anderson,41,0
112038,688,2002,12,FG,JH-0500,John,Hall,John Hall,45,0
112131,689,2002,12,FG,JR-1100,Jeff,Reed,Jeff Reed,51,0
112251,690,2002,12,FG,RL-0900,Rian,Lindell,Rian Lindell,50,0
112559,692,2002,12,FG,JT-4400,James,Tuthill,James Tuthill,40,0
112651,692,2002,12,FG,JT-4400,James,Tuthill,James Tuthill,34,0
112881,694,2002,12,FG,DA-0300,David,Akers,David Akers,48,0
113081,695,2002,13,FG,JT-4400,James,Tuthill,James Tuthill,36,0
113161,695,2002,13,FG,BC-3000,Billy,Cundiff,Billy Cundiff,37,0
113488,697,2002,13,FG,MH-3100,Mike,Hollis,Mike Hollis,46,0
113572,698,2002,13,FG,MS-5200,Matt,Stover,Matt Stover,49,0
113654,698,2002,13,FG,MS-5200,Matt,Stover,Matt Stover,38,0
113729,699,2002,13,FG,SG-1100,Shayne,Graham,Shayne Graham,32,0
113747,699,2002,13,FG,PD-0200,Phil,Dawson,Phil Dawson,30,0
113762,699,2002,13,FG,SG-1100,Shayne,Graham,Shayne Graham,22,0
113995,700,2002,13,FG,PE-0100,Paul,Edinger,Paul Edinger,52,0
114436,703,2002,13,FG,MA-0700,Morten,Andersen,Morten Andersen,46,0
114646,704,2002,13,FG,GA-0300,Gary,Anderson,Gary Anderson,46,0
114737,705,2002,13,FG,JN-0600,Joe,Nedney,Joe Nedney,54,0
114893,706,2002,13,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,55,0
115061,707,2002,13,FG,SC-0700,Steve,Christie,Steve Christie,42,0
115174,707,2002,13,FG,SC-0700,Steve,Christie,Steve Christie,49,0
115205,707,2002,13,FG,SC-0700,Steve,Christie,Steve Christie,38,0
115213,707,2002,13,FG,JE-0200,Jason,Elam,Jason Elam,53,0
115415,709,2002,13,FG,JC-0900,John,Carney,John Carney,48,0
115474,709,2002,13,FG,MG-1200,Martin,Gramatica,Martin Gramatica,42,0
115620,710,2002,13,FG,JH-0500,John,Hall,John Hall,34,0
115791,711,2002,14,FG,JH-0900,Jason,Hanson,Jason Hanson,33,0
116116,713,2002,14,FG,NR-0100,Neil,Rackers,Neil Rackers,52,0
116274,714,2002,14,FG,JC-2100,Jeff,Chandler,Jeff Chandler,44,0
116358,714,2002,14,FG,JC-2100,Jeff,Chandler,Jeff Chandler,55,0
116435,714,2002,14,FG,BC-3000,Billy,Cundiff,Billy Cundiff,47,0
116463,715,2002,14,FG,PD-0200,Phil,Dawson,Phil Dawson,42,0
116521,715,2002,14,FG,PD-0200,Phil,Dawson,Phil Dawson,36,0
116638,716,2002,14,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,42,0
116887,717,2002,14,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,43,0
117010,718,2002,14,FG,JE-0200,Jason,Elam,Jason Elam,33,0
117020,718,2002,14,FG,JE-0200,Jason,Elam,Jason Elam,46,0
117198,719,2002,14,FG,JR-1100,Jeff,Reed,Jeff Reed,43,0
117318,720,2002,14,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,49,0
117582,721,2002,14,FG,DA-0300,David,Akers,David Akers,39,0
117894,723,2002,14,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,44,0
117923,724,2002,14,FG,JC-5000,Jose,Cortez,Jose Cortez,43,0
117966,724,2002,14,FG,MB-4600,Matt,Bryant,Matt Bryant,37,0
118574,727,2002,15,FG,JF-0900,Jay,Feely,Jay Feely,36,0
118631,728,2002,15,FG,SC-0700,Steve,Christie,Steve Christie,44,0
119269,732,2002,15,FG,MA-0700,Morten,Andersen,Morten Andersen,43,0
119567,733,2002,15,FG,JH-0900,Jason,Hanson,Jason Hanson,57,0
119867,735,2002,15,FG,OM-0100,Olindo,Mare,Olindo Mare,40,0
120691,740,2002,15,FG,RL-1300,Ryan,Longwell,Ryan Longwell,42,0
120895,742,2002,15,FG,JN-0600,Joe,Nedney,Joe Nedney,45,0
121059,743,2002,16,FG,BG-1300,Bill,Gramatica,Bill Gramatica,40,0
121071,743,2002,16,FG,JC-2100,Jeff,Chandler,Jeff Chandler,42,0
121079,743,2002,16,FG,JC-2100,Jeff,Chandler,Jeff Chandler,42,0
121509,746,2002,16,FG,JH-0900,Jason,Hanson,Jason Hanson,44,0
121899,748,2002,16,FG,PE-0100,Paul,Edinger,Paul Edinger,48,0
122056,749,2002,16,FG,JC-0900,John,Carney,John Carney,33,0
122254,750,2002,16,FG,MH-3100,Mike,Hollis,Mike Hollis,33,0
122545,752,2002,16,FG,JN-0600,Joe,Nedney,Joe Nedney,46,0
123212,756,2002,16,FG,JC-5000,Jose,Cortez,Jose Cortez,48,0
123265,756,2002,16,FG,JC-5000,Jose,Cortez,Jose Cortez,46,0
123760,759,2002,17,FG,MB-4600,Matt,Bryant,Matt Bryant,36,0
123800,759,2002,17,FG,DA-0300,David,Akers,David Akers,35,0
124197,762,2002,17,FG,JF-0900,Jay,Feely,Jay Feely,28,0
124569,764,2002,17,FG,GA-0300,Gary,Anderson,Gary Anderson,43,0
124624,765,2002,17,FG,KB-2300,Kris,Brown,Kris Brown,50,0
124650,765,2002,17,FG,KB-2300,Kris,Brown,Kris Brown,19,0
125022,767,2002,17,FG,OM-0100,Olindo,Mare,Olindo Mare,47,0
125647,771,2002,17,FG,RL-0900,Rian,Lindell,Rian Lindell,52,0
126289,775,2002,18,FG,RL-1300,Ryan,Longwell,Ryan Longwell,47,0
126364,775,2002,18,FG,RL-1300,Ryan,Longwell,Ryan Longwell,44,0
126375,775,2002,18,FG,JF-0900,Jay,Feely,Jay Feely,45,0
126395,775,2002,18,FG,JF-0900,Jay,Feely,Jay Feely,43,0
126436,776,2002,18,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,41,0
126637,777,2002,18,FG,JR-1100,Jeff,Reed,Jeff Reed,46,0
126906,778,2002,18,FG,MB-4600,Matt,Bryant,Matt Bryant,42,0
127023,779,2002,19,FG,DA-0300,David,Akers,David Akers,51,0
127035,779,2002,19,FG,JF-0900,Jay,Feely,Jay Feely,37,0
127212,780,2002,19,FG,JR-1100,Jeff,Reed,Jeff Reed,44,0
127264,780,2002,19,FG,JN-0600,Joe,Nedney,Joe Nedney,48,0
127328,781,2002,19,FG,JH-0500,John,Hall,John Hall,48,0
127365,781,2002,19,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,28,0
127567,782,2002,19,FG,MG-1200,Martin,Gramatica,Martin Gramatica,45,0
128596,788,2003,1,FG,SM-0600,Seth,Marler,Seth Marler,55,0
128977,791,2003,1,FG,BC-3000,Billy,Cundiff,Billy Cundiff,33,0
129595,795,2003,1,FG,KB-2300,Kris,Brown,Kris Brown,43,0
129637,795,2003,1,FG,KB-2300,Kris,Brown,Kris Brown,54,0
130804,802,2003,2,FG,BG-1300,Bill,Gramatica,Bill Gramatica,53,0
130931,803,2003,2,FG,JH-0500,John,Hall,John Hall,51,0
130951,803,2003,2,FG,JF-0900,Jay,Feely,Jay Feely,45,0
131097,804,2003,2,FG,MS-5200,Matt,Stover,Matt Stover,45,0
131643,807,2003,2,FG,SM-0600,Seth,Marler,Seth Marler,48,0
132810,814,2003,2,FG,JC-2100,Jeff,Chandler,Jeff Chandler,43,0
132969,815,2003,2,FG,MG-1200,Martin,Gramatica,Martin Gramatica,38,0
133060,815,2003,2,FG,MG-1200,Martin,Gramatica,Martin Gramatica,47,0
133203,816,2003,2,FG,AE-0700,Aaron,Elling,Aaron Elling,53,0
133356,817,2003,2,FG,BC-3000,Billy,Cundiff,Billy Cundiff,53,0
133686,819,2003,3,FG,JF-0900,Jay,Feely,Jay Feely,44,0
133800,820,2003,3,FG,JR-1100,Jeff,Reed,Jeff Reed,24,0
133951,821,2003,3,FG,AE-0700,Aaron,Elling,Aaron Elling,37,0
134300,823,2003,3,FG,SM-0600,Seth,Marler,Seth Marler,46,0
134338,823,2003,3,FG,SM-0600,Seth,Marler,Seth Marler,41,0
134566,824,2003,3,FG,DB-3900,Doug,Brien,Doug Brien,42,0
134672,825,2003,3,FG,SC-0700,Steve,Christie,Steve Christie,50,0
134854,826,2003,3,FG,PD-0200,Phil,Dawson,Phil Dawson,48,0
135044,827,2003,3,FG,JB-7100,Josh,Brown,Josh Brown,35,0
135292,829,2003,3,FG,JH-0500,John,Hall,John Hall,53,0
135367,829,2003,3,FG,JH-0500,John,Hall,John Hall,49,0
135377,829,2003,3,FG,MB-4600,Matt,Bryant,Matt Bryant,37,0
135439,830,2003,3,FG,OM-0100,Olindo,Mare,Olindo Mare,51,0
135540,830,2003,3,FG,OM-0100,Olindo,Mare,Olindo Mare,44,0
135931,833,2003,4,FG,RL-0900,Rian,Lindell,Rian Lindell,51,0
136150,834,2003,4,FG,JF-0900,Jay,Feely,Jay Feely,55,0
136237,835,2003,4,FG,PD-0200,Phil,Dawson,Phil Dawson,35,0
136628,837,2003,4,FG,KB-2300,Kris,Brown,Kris Brown,50,0
137271,841,2003,4,FG,JR-1100,Jeff,Reed,Jeff Reed,30,0
137439,842,2003,4,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,39,0
137548,843,2003,4,FG,JH-0500,John,Hall,John Hall,48,0
137585,843,2003,4,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,46,0
138242,847,2003,5,FG,SG-1100,Shayne,Graham,Shayne Graham,54,0
138409,848,2003,5,FG,JC-0900,John,Carney,John Carney,57,0
138579,849,2003,5,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,47,0
139270,853,2003,5,FG,JE-0200,Jason,Elam,Jason Elam,53,0
